id,artist,album,tracklist
14508590,Neil Landstrumm,Sun Universe,"[<Track 'A1' 'Sun Universe'>, <Track 'B1' 'Purple'>, <Track 'B2' 'Catnatized'>]"
27314202,Laurent Garnier,33 Tours Et Puis S'en Vont,"[<Track 'A1' 'Tales From The Real World (Version Instrumentale)'>, <Track 'A2' 'Liebe Grüße Aus Cucuron'>, <Track 'B1' 'Reviens La Nuit (DJ Edit)'>, <Track 'B2' 'On The Record (Part 3)'>, <Track 'C1' 'Saturn Drive Triplex'>, <Track 'C2' 'Closer To You'>, <Track 'D1' 'Sake Stars Fever'>, <Track 'D2' 'Cinq O Clock In Le Matin'>, <Track 'E1' 'In Your Phase'>, <Track 'E2' 'Give Me Some Sulfites'>, <Track 'F1' 'Au Clair De Ta Lune'>, <Track 'F2' 'Granulator Bordelum'>]"
11285786,Fugees,The Score,"[<Track 'A1' 'Red Intro'>, <Track 'A2' 'How Many Mics'>, <Track 'A3' 'Ready Or Not'>, <Track 'A4' 'Zealots'>, <Track 'A5' 'The Beast'>, <Track 'B1' 'Fu-Gee-La'>, <Track 'B2' 'Family Business'>, <Track 'B3' 'Killing Me Softly With His Song'>, <Track 'C1' 'The Score'>, <Track 'C2' 'The Mask'>, <Track 'C3' 'Cowboys'>, <Track 'D1' 'No Woman, No Cry'>, <Track 'D2' 'Manifest / Outro'>]"
6883555,Bob Dylan,The Times They Are A-Changin',"[<Track 'A1' ""The Times They Are A-Changin'"">, <Track 'A2' 'Ballad Of Hollis Brown'>, <Track 'A3' 'With God On Our Side'>, <Track 'A4' 'One Too Many Mornings'>, <Track 'A5' 'North Country Blues'>, <Track 'B1' 'Only A Pawn In Their Game'>, <Track 'B2' 'Boots Of Spanish Leather'>, <Track 'B3' 'When The Ship Comes In'>, <Track 'B4' 'The Lonesome Death Of Hattie Carroll'>, <Track 'B5' 'Restless Farewell'>]"
2306941,Bob Dylan,Blood On The Tracks,"[<Track 'A1' 'Tangled Up In Blue'>, <Track 'A2' 'Simple Twist Of Fate'>, <Track 'A3' ""You're A Big Girl Now"">, <Track 'A4' 'Idiot Wind'>, <Track 'A5' ""You're Gonna Make Me Lonesome When You Go"">, <Track 'B1' 'Meet Me In The Morning'>, <Track 'B2' 'Lily, Rosemary And The Jack Of Hearts'>, <Track 'B3' 'If You See Her, Say Hello'>, <Track 'B4' 'Shelter From The Storm'>, <Track 'B5' 'Buckets Of Rain'>]"
572159,The Emotions,Rejoice,"[<Track 'A1' 'Best Of My Love'>, <Track 'A2' 'A Feeling Is'>, <Track 'A3' 'A Long Way To Go'>, <Track 'A4' 'Key To My Heart'>, <Track 'A5' ""Love's What's Happenin'"">, <Track 'B1' ""How'd I Know That Love Would Slip Away"">, <Track 'B2' ""Don't Ask My Neighbors"">, <Track 'B3' 'Blessed'>, <Track 'B4' 'Rejoice'>]"
1608644,Téléphone,Téléphone,"[<Track 'A1' 'Anna'>, <Track 'A2' 'Sur La Route'>, <Track 'A3' 'Dans Ton Lit'>, <Track 'A4' 'Le Vaudou (Est Toujours Debout)'>, <Track 'A5' 'Téléphomme'>, <Track 'B1' 'Hygiaphone'>, <Track 'B2' ""Métro (C'est Trop)"">, <Track 'B3' 'Prends Ce Que Tu Veux'>, <Track 'B4' 'Flipper'>]"
8803566,Johnny Cash,The Essential Johnny Cash,"[<Track 'A1' 'Hey Porter'>, <Track 'A2' 'Cry, Cry, Cry'>, <Track 'A3' 'I Walk The Line'>, <Track 'A4' 'Get Rhythm'>, <Track 'A5' 'There You Go'>, <Track 'A6' 'Ballad Of A Teenage Queen'>, <Track 'A7' 'Big River'>, <Track 'A8' 'Guess Things Happen That Way'>, <Track 'B1' 'All Over Again'>, <Track 'B2' ""Don't Take Your Guns To Town"">, <Track 'B3' 'Five Feet High And Rising'>, <Track 'B4' 'The Rebel - Johnny Yuma'>, <Track 'B5' 'Tennessee Flat-Top Box'>, <Track 'B6' 'I Still Miss Someone'>, <Track 'B7' 'Ring Of Fire'>, <Track 'C1' 'The Ballad Of Ira Hayes'>, <Track 'C2' 'Orange Blossom Special'>, <Track 'C3' ""It Ain't Me, Babe"">, <Track 'C4' 'The One On The Right Is On The Left'>, <Track 'C5' 'Jackson'>, <Track 'C6' 'Folsom Prison Blues (Live)'>, <Track 'D1' 'Daddy Sang Bass'>, <Track 'D2' 'Girl From The North Country'>, <Track 'D3' 'A Boy Named Sue (Live)'>, <Track 'D4' 'If I Were A Carpenter'>, <Track 'D5' 'Sunday Morning Coming Down'>, <Track 'D6' 'Man In Black'>, <Track 'D7' 'One Piece At A Time'>]"
5598404,Nas,Illmatic XX,"[<Track '' '40 Side North'>, <Track 'A1' 'The Genesis'>, <Track 'A2' 'N.Y. State Of Mind'>, <Track 'A3' 'Life’s A Bitch'>, <Track 'A4' 'The World Is Yours'>, <Track 'A5' 'Halftime'>, <Track '' '41st Side South'>, <Track 'B1' 'Memory Lane (Sittin’ In Da Park)'>, <Track 'B2' 'One Love'>, <Track 'B3' 'One Time 4 Your Mind'>, <Track 'B4' 'Represent'>, <Track 'B5' 'It Ain’t Hard To Tell'>]"
9300622,The Clash,The Clash,"[<Track 'A1' 'Janie Jones'>, <Track 'A2' 'Remote Control'>, <Track 'A3' ""I'm So Bored With The U.S.A."">, <Track 'A4' 'White Riot'>, <Track 'A5' 'Hate & War'>, <Track 'A6' ""What's My Name"">, <Track 'A7' 'Deny'>, <Track 'A8' ""London's Burning"">, <Track 'B1' 'Career Opportunities'>, <Track 'B2' 'Cheat'>, <Track 'B3' 'Protex Blue'>, <Track 'B4' 'Police & Thieves'>, <Track 'B5' '48 Hours'>, <Track 'B6' 'Garageland'>]"
14869326,Bon Entendeur,Aller - Retour,"[<Track 'A1' 'Coup De Tête'>, <Track 'A2' 'Entrevue Optimisme'>, <Track 'A3' 'Vive Nous'>, <Track 'B1' 'Le Temps Est Bon'>, <Track 'B2' ' La Rua Madureira'>, <Track 'B3' 'Entrevue Expérience'>, <Track 'C1' 'Tu Fais Partie Du Passé'>, <Track 'C2' 'Mon Voisin'>, <Track 'C3' 'Entrevue Séduction'>, <Track 'C4' ""L'amour, L'amour, L'amour"">, <Track 'D1' ""L'amour Joue Au Violon"">, <Track 'D2' 'Mes Amis, Mes Copains'>, <Track 'D3' 'Love Is Blue'>, <Track 'D4' 'Maria'>]"
7407271,The Clash,London Calling,"[<Track 'A1' 'London Calling'>, <Track 'A2' 'Brand New Cadillac'>, <Track 'A3' 'Jimmy Jazz'>, <Track 'A4' 'Hateful'>, <Track 'A5' ""Rudie Can't Fail"">, <Track 'B1' 'Spanish Bombs'>, <Track 'B2' 'The Right Profile'>, <Track 'B3' 'Lost In The Supermarket'>, <Track 'B4' 'Clampdown'>, <Track 'B5' 'The Guns Of Brixton'>, <Track 'C1' ""Wrong 'Em Boyo"">, <Track 'C2' 'Death Or Glory'>, <Track 'C3' 'Koka Kola'>, <Track 'C4' 'The Card Cheat'>, <Track 'D1' ""Lover's Rock"">, <Track 'D2' 'Four Horsemen'>, <Track 'D3' ""I'm Not Down"">, <Track 'D4' 'Revolution Rock'>, <Track 'D5' 'Train In Vain'>]"
11947226,Nas,I Am...,"[<Track 'A1' 'N.Y. State Of Mind Pt. II'>, <Track 'A2' 'Hate Me Now'>, <Track 'A3' 'Small World'>, <Track 'A4' 'Favor For A Favor'>, <Track 'B1' 'We Will Survive'>, <Track 'B2' 'Ghetto Prisoners'>, <Track 'B3' ""You Won't See Me Tonight"">, <Track 'B4' 'I Want To Talk To You'>, <Track 'C1' ""Nature's Shine"">, <Track 'C2' 'Dr. Knockboot'>, <Track 'C3' 'Life Is What You Make It'>, <Track 'C4' 'Big Things'>, <Track 'D1' 'Nas Is Like'>, <Track 'D2' 'K-I-SS-I-N-G'>, <Track 'D3' 'Money Is My Bitch'>, <Track 'D4' 'Undying Love'>]"
4571916,Various,Immortal Masterpieces Of Classical Music - Tales And Legends,"[<Track 'A1' ""The Sorcerer's Apprentice"">, <Track 'A2' ""Ma Mère L'oye"">, <Track 'B1' 'The Sleeping Beauty'>, <Track 'C1' 'The Tales Of The Fair Melusina'>, <Track 'C2' 'Scheherazade (2nd Mvt.)'>, <Track 'D1' 'Scheherazade (3rd Mvt.)'>, <Track 'D2' 'Mazeppa'>]"
4390281,Various,The Jazz Story,"[<Track '' 'New Orleans'>, <Track 'A1' 'Bugle Boy March'>, <Track 'A2' 'He Is My Rock, My Sword, My Shield'>, <Track 'A3' 'The Thriller Rag'>, <Track 'A4' 'Gone Away Blues'>, <Track 'A5' 'King Porter Stomp'>, <Track 'A6' 'Lagniappe'>, <Track 'A7' 'When The Saints Go Marching In'>, <Track 'A8' 'Milenberg Joys'>, <Track 'B1' 'Willie The Weeper'>, <Track 'B2' 'Black Bottom'>, <Track 'B3' ""Sobbin' Blues"">, <Track 'B4' ""Ain't Gonna Give Nobody None Of My Jelly Roll"">, <Track 'B5' 'Ole Miss'>, <Track 'B6' 'Qua-Ti Blues'>, <Track 'B7' 'Tiger Rag'>, <Track '' 'New York'>, <Track 'C1' ""Please Don't Talk About Me"">, <Track 'C2' ""Cliff's Boogie Woogie"">, <Track 'C3' 'Froggie Moore'>, <Track 'C4' 'Frankie And Johnny'>, <Track 'C5' ""Can't Help Lovin' That Man"">, <Track 'C6' 'Quiet Please'>, <Track 'D1' 'Sweet Marijuana Brown'>, <Track 'D2' 'Walking And Talking To Myself'>, <Track 'D3' 'Have You Ever Felt This Way ?'>, <Track 'D4' 'Careless Love'>, <Track 'D5' ""Blues For Art's Sake"">, <Track 'D6' 'Jeepers Creepers'>, <Track '' 'Chicago'>, <Track 'E1' 'Big Butter And Egg Man'>, <Track 'E2' 'St James Infirmary'>, <Track 'E3' 'Streamline Train'>, <Track 'E4' 'West End Blues'>, <Track 'E5' ""Mis'ry And The Blues"">, <Track 'E6' 'Jelly Roll Blues'>, <Track 'F1' ""Swingin' With Mezz"">, <Track 'F2' ""Yancey's Mixture"">, <Track 'F3' 'Chimes Blues'>, <Track 'F4' 'High Society'>, <Track 'F5' 'Stuyvesant Blues'>, <Track 'F6' 'Wrap Your Troubles In Dreams'>, <Track '' 'The Big Band Pioneers'>, <Track 'G1' 'Sugarfoot Stomp'>, <Track 'G2' 'When Your Lover Has Gone'>, <Track 'G3' 'Cheek To Cheek'>, <Track 'G4' 'Honeysuckle Rose'>, <Track 'H1' ""Wrappin' It Up"">, <Track 'H2' 'If I Had You'>, <Track 'H3' ""Do Nothing 'Till You Hear From Me"">, <Track 'H4' 'King Porter Stomp'>, <Track '' 'Swing'>, <Track 'I1' 'Bugle Call Rag'>, <Track 'I2' ""Scattin' The Blues"">, <Track 'I3' 'Way Down Yonder In New Orleans'>, <Track 'I4' ""When You're Smiling"">, <Track 'I5' 'Fire And Mellow'>, <Track 'I6' 'Happy Medium'>, <Track 'J1' 'Avalon'>, <Track 'J2' 'Suspicion Blues'>, <Track 'J3' 'I Know That You Know'>, <Track 'J4' 'Love You Funny Thing'>, <Track 'J5' ""One O'clock Jump"">, <Track '' 'Parker - Gillespie'>, <Track 'K1' 'Hallelujah'>, <Track 'K2' 'Cool Blues'>, <Track 'K3' 'Scrapple From The Apple'>, <Track 'K4' 'Round Midnight'>, <Track 'K5' ""Carvin' The Bird"">, <Track 'K6' 'My Old Flame'>, <Track 'K7' 'Confirmation'>, <Track 'K8' 'Ornithology'>, <Track 'L1' 'Slam Slam Blues'>, <Track 'L2' ""Bird's Nest"">, <Track 'L3' 'Embraceable You'>, <Track 'L4' ""Diggin' For Diz"">, <Track 'L5' 'Bird Feathers'>, <Track 'L6' ""Don't Blame Me"">, <Track 'L7' 'Move'>, <Track 'L8' 'A Night In Tunisia'>, <Track '' 'Early Modern Jazz'>, <Track 'M1' ""Jumpin' At The Woodside"">, <Track 'M2' 'Bikini'>, <Track 'M3' 'Woodchoppers Holiday'>, <Track 'M4' ""If I'm Lucky"">, <Track 'M5' 'Mischievous Lady'>, <Track 'M6' 'Somebody Loves Me'>, <Track 'N1' 'Midgets'>, <Track 'N2' 'Stop-Time Blues'>, <Track 'N3' 'Curbstone'>, <Track 'N4' 'The Chase'>, <Track 'N5' 'Strictly Instrumental'>, <Track '' 'The Fifties'>, <Track 'O1' 'Dog My Cats'>, <Track 'O2' ""Duke's Place"">, <Track 'O3' 'Speak Low'>, <Track 'O4' 'Rosalie'>, <Track 'O5' ""Bernie's Tune"">, <Track 'P1' 'Caravan'>, <Track 'P2' ""T's Tune"">, <Track 'P3' 'All Of You'>, <Track 'P4' 'Mistry'>, <Track 'P5' 'Broadway'>, <Track '' 'Cool Modern'>, <Track 'Q1' ""Wallington's Godchild"">, <Track 'Q2' 'Hershey Bar'>, <Track 'Q3' 'Francy Pants'>, <Track 'Q4' 'Loose Walk'>, <Track 'Q5' 'When The Blues Come On'>, <Track 'R1' 'Bop City'>, <Track 'R2' 'How Do I Love You'>, <Track 'R3' 'Indian Blanket'>, <Track 'R4' 'Pink Satin'>, <Track 'R5' 'Mosquito Knees'>, <Track 'R6' 'Villa Zazz'>, <Track '' 'Experimental'>, <Track 'S1' 'Loose Wig'>, <Track 'S2' 'Like Someone In Love'>, <Track 'S3' 'Stallion'>, <Track 'S4' 'Trilogy Pogo'>, <Track 'T1' 'How High The Moon'>, <Track 'T2' 'Sonnymoon For Two'>, <Track 'T3' ""I've Got You Under My Skin"">, <Track 'T4' 'Thrice Upon A Time'>]"
5726711,Guru,Jazzmatazz (Volume 1),"[<Track '' 'This Side'>, <Track 'A1' 'Introduction'>, <Track 'A2' ""Loungin'"">, <Track 'A3' ""When You're Near"">, <Track 'A4' 'Transit Ride'>, <Track 'A5' 'No Time To Play'>, <Track 'A6' 'Down The Backstreets'>, <Track '' 'Other Side'>, <Track 'B1' 'Respectful Dedications'>, <Track 'B2' 'Take A Look (At Yourself)'>, <Track 'B3' 'Trust Me'>, <Track 'B4' 'Slicker Than Most'>, <Track 'B5' 'Le Bien, Le Mal'>, <Track 'B6' 'Sights In The City'>]"
2407452,Various,Woodstock - Music From The Original Soundtrack And More,"[<Track 'A1' 'I Had A Dream'>, <Track 'A2' 'Going Up The Country'>, <Track 'A3-1' 'Stage Announcements'>, <Track 'A3-2' 'Freedom'>, <Track 'A4' 'Rock & Soul Music'>, <Track 'A5' 'Coming Into Los Angeles'>, <Track 'A6' 'At The Hop'>, <Track 'B1' 'The ""Fish"" Cheer / I-Feel-Like-I\'m-Fixin\'-To-Die Rag'>, <Track 'B2' ""Drug Store Truck Drivin' Man"">, <Track 'B3' 'Joe Hill'>, <Track 'B4-1' 'Stage Announcements'>, <Track 'B4-2' 'Suite: Judy Blue Eyes'>, <Track 'B5' 'Sea Of Madness'>, <Track 'C1' 'Wooden Ships'>, <Track 'C2' 'We\'re Not Gonna Take It (From ""Tommy"")'>, <Track 'C3-1' 'Stage Announcements'>, <Track 'C3-2' 'With A Little Help From My Friends'>, <Track 'C3-3' 'Rainstorm, Crowd Sounds, Announcements & General Hysteria'>, <Track 'D1-1' 'Crowd Rain Chant'>, <Track 'D1-2' 'Soul Sacrifice'>, <Track 'D2-1' 'Stage Announcements'>, <Track 'D2-2' ""I'm Going Home"">, <Track 'E1' 'Volunteers'>, <Track 'E2-1' 'Max Yasgur'>, <Track 'E2-2' 'Medley: Dance To The Music'>, <Track 'E2-3' 'Music Lover'>, <Track 'E2-4' 'I Want To Take You Higher'>, <Track 'E3' 'Rainbows All Over Your Blues'>, <Track 'F1' 'Love March'>, <Track 'F2-1' 'Star Spangled Banner'>, <Track 'F2-2' 'Purple Haze & Instrumental Solo'>]"
700526,Mass Production,Three Miles High,"[<Track 'A1' 'Watch Me Do It'>, <Track 'A2' 'Sky High'>, <Track 'A3' ""I Don't Want To Know"">, <Track 'A4' 'Groove Me'>, <Track 'B1' 'Our Thought (Let The Music Take You Away)'>, <Track 'B2' 'Just Wanna Make A Dream Come True (Mass In F Minor)'>, <Track 'B3' 'Scarey Love'>, <Track 'B4' 'Slow Bump'>, <Track 'B5' 'Music And Love'>]"
3999209,Various,Ma 6-T Va Crack-er,"[<Track 'A1' 'The French Connection'>, <Track 'A2' 'Les Flammes Du Mal'>, <Track 'A3' 'Pas De Timinik'>, <Track 'A4' 'La Sédition'>, <Track 'B1' 'Savoir Dire Non'>, <Track 'B2' 'Ma Té-Ci Va Ké-Kra'>, <Track 'B3' 'Le Temps Des Opprimés'>, <Track 'B4' 'La Roue Tourne'>, <Track 'C1' ""C'est Donc Ça Nos Vies"">, <Track 'C2' 'Retour Aux Pyramides'>, <Track 'C3' 'Trop Dur'>, <Track 'C4' 'Le Biz'>, <Track 'D1' 'Avoir Le Pouvoir'>, <Track 'D2' 'Le Prix Requis'>, <Track 'D3' ""L'Ile De L'Inconscient"">]"
379677,The Producers,Hard You,"[<Track 'A' 'Hard You'>, <Track 'B1' 'Banger'>, <Track 'B2' 'Cowie'>]"
5271516,Sharon Jones & The Dap-Kings,Give The People What They Want,"[<Track 'A1' 'Retreat!'>, <Track 'A2' 'Stranger To My Happiness'>, <Track 'A3' 'We Get Along'>, <Track 'A4' ""You'll Be Lonely"">, <Track 'A5' 'Now I See'>, <Track 'B1' 'Making Up And Breaking Up (And Making Up And Breaking Up Over Again)'>, <Track 'B2' 'Get Up And Get Out'>, <Track 'B3' 'Long Time, Wrong Time'>, <Track 'B4' ""People Don't Get What They Deserve"">, <Track 'B5' 'Slow Down, Love'>]"
605246,Dr. Dre,The Chronic,"[<Track 'A1' 'The Chronic (Intro)'>, <Track 'A2' ""F_ _ _ Wit Dre Day (And Everybody's Celebratin')"">, <Track 'A3' 'Let Me Ride'>, <Track 'A4' 'The Day The Niggaz Took Over'>, <Track 'B5' 'Nuthin\' But A ""G"" Thang'>, <Track 'B6' 'Deeez Nuuuts'>, <Track 'B7' ""Lil' Ghetto Boy"">, <Track 'C8' 'A Nigga Witta Gun'>, <Track 'C9' 'Rat-Tat-Tat-Tat'>, <Track 'C10' 'The $20 Sack Pyramid'>, <Track 'C11' 'Lyrical Gangbang'>, <Track 'C12' 'High Powered'>, <Track 'D13' ""The Doctor's Office"">, <Track 'D14' 'Stranded On Death Row'>, <Track 'D15' 'The Roach (The Chronic Outro)'>, <Track 'D16' ""Bitches Ain't S _ _ _"">]"
16279217,DMX,The Legacy,"[<Track 'A1' 'Ready To Meet Him'>, <Track 'A2' 'Where The Hood At'>, <Track 'A3' 'What These Bitches Want'>, <Track 'B1' 'Get At Me Dog'>, <Track 'B2' ""Ruff Ryder's Anthem"">, <Track 'B3' ""What's My Name"">, <Track 'C1' 'Party Up'>, <Track 'C2' ""X Gon' Give It To Ya"">, <Track 'C3' ""How's It Goin' Down"">, <Track 'D1' ""Slippin'"">, <Track 'D2' 'Who We Be'>, <Track 'D3' 'Grand Finale'>]"
15702697,Boys Noize,Mvinline,"[<Track '' 'Side +'>, <Track 'A' 'Mvinline'>, <Track '' 'Side −'>, <Track 'B1' 'Mvinline Svn'>, <Track 'B2' 'Tomfvm'>]"
6638911,Ray Charles,The Best Of Ray Charles,"[<Track 'A1' ""Ain't That Fine"">, <Track 'A2' 'Ray Charles Blues'>, <Track 'A3' 'Honey Honey'>, <Track 'A4' 'How Long?'>, <Track 'A5' 'St. Pete Florida Blues'>, <Track 'B1' 'Some Day'>, <Track 'B2' 'Rocking Chair Blues'>, <Track 'B3' 'Here I Am'>, <Track 'B4' 'If I Give You My Love'>, <Track 'B5' ""Goin' Down Slow"">]"
1245778,Ludwig van Beethoven,"Symphonie No. 8 En Fa Majeur, Op. 93 - Symphonie No. 9 En Ré Mineur, Op. 125","[<Track '' 'Symphonie No. 8 En Fa Majeur, Op. 93'>, <Track '' 'Symphonie No. 9 En Ré Mineur, Op. 125'>]"
1779143,Giuseppe Verdi,Requiem,"[<Track 'A1' 'No 1 Requiem'>, <Track '' 'No 2 Dies Irae'>, <Track 'A2a' 'Dies Irae'>, <Track 'A2b' 'Tuba Mirum'>, <Track 'A2c' 'Liber Scriptus'>, <Track '' 'No 2 Dies Irae Continued'>, <Track 'Ba' 'Quid Sum Miser Tunc Dicturus'>, <Track 'Bb' 'Rex Tremendae'>, <Track 'Bc' 'Recordare'>, <Track 'Bd' 'Ingemisco'>, <Track 'Be' 'Confutatis'>, <Track 'Bf' 'Lacrymosa'>, <Track 'C1' 'No3 Offertorio'>, <Track 'C2' 'No 4 Sanctus'>, <Track 'C3' 'No 5 Agnus Dei'>, <Track 'D1' ' No 6 Lux Eterna'>, <Track 'D2' 'No 7 Libera Me'>]"
11449081,Fritz Kalkbrenner,Drown ,"[<Track 'A1' 'Enter'>, <Track 'A2' 'Ride '>, <Track 'A3' '#3'>, <Track 'B1' 'Bleed'>, <Track 'B2' 'Down'>, <Track 'B3' '#1'>, <Track 'C1' 'Run'>, <Track 'C2' 'Lose'>, <Track 'C3' 'Burn'>, <Track 'D1' 'Fall'>, <Track 'D2' 'Seek'>, <Track 'D3' 'Play'>]"
439617,Vitalic,OK Cowboy,"[<Track 'A1' 'Polkamatic'>, <Track 'A2' 'Poney Part 1'>, <Track 'A3' 'My Friend Dario'>, <Track 'B1' 'Wooo'>, <Track 'B2' 'La Rock 01'>, <Track 'B3' 'The Past'>, <Track 'C1' 'No Fun'>, <Track 'C2' 'Poney Part 2'>, <Track 'C3' 'Repair Machines'>, <Track 'D1' 'Newman'>, <Track 'D2' 'Trahison'>, <Track 'D3' 'U And I'>, <Track 'D4' 'Valletta Fanfares'>]"
814760,Agoria,The Green Armchair,"[<Track 'A1' 'Les Violons Ivres'>, <Track 'A2' 'Baboul Hair Cuttin'>, <Track 'B1' 'Edenbridge (Instrumental)'>, <Track 'B2' 'Like A Bull (Extended)'>, <Track 'C1' 'Code 1026 (Album Edit)'>, <Track 'C2' 'Lips On Fire'>, <Track 'C3' 'Cecile (Extended)'>, <Track 'D1' 'Europa'>, <Track 'D2' 'Million Miles'>]"
1161284,Barry White,Can't Get Enough,"[<Track 'A1' 'Mellow Mood (Pt. 1)'>, <Track 'A2' ""You're The First, The Last, My Everything"">, <Track 'A3' ""I Can't Believe You Love Me"">, <Track 'B1' ""Can't Get Enough Of Your Love, Babe"">, <Track 'B2' 'Oh Love, Well We Finally Made It'>, <Track 'B3' 'I Love You More Than Anything (In This World Girl)'>, <Track 'B4' 'Mellow Mood (Pt. 2)'>]"
1545053,Puppetmastaz,The Takeover,"[<Track 'A1' 'Intro'>, <Track 'A2' 'Take Me On A Ride'>, <Track 'A3' 'So Scandalous'>, <Track 'A4' 'Mephistopheles'>, <Track 'A5' 'Skit 1 The Hypeconcept'>, <Track 'A6' 'Reservoir Foxin'>, <Track 'B1' 'Spellbound Room 18'>, <Track 'B2' 'Exercize'>, <Track 'B3' 'Tropical Feed'>, <Track 'B4' 'Animals'>, <Track 'B5' 'Skit 2 The Speech'>, <Track 'B6' ""Can't Control It"">, <Track 'C1' 'Grown To The Max'>, <Track 'C2' 'Permission To Freak'>, <Track 'C3' 'Skit 3 Quadrupel'>, <Track 'C4' 'We Get On It'>, <Track 'C5' 'Primeministaz Of Puppetry'>, <Track 'C6' 'Skit 4 For The Mega Malocko Plus Unit'>, <Track 'D1' 'Boots On The Ground'>, <Track 'D2' 'Hallucinate'>, <Track 'D3' 'Puppets On The Moon'>, <Track 'D4' 'Skit 5 Maloke On The Keyboard'>, <Track 'D5' 'Meet The Fablez'>]"
5299414,Jean-Michel Jarre,Equinoxe,"[<Track 'A1' 'Equinoxe Part 1'>, <Track 'A2' 'Equinoxe Part 2'>, <Track 'A3' 'Equinoxe Part 3'>, <Track 'A4' 'Equinoxe Part 4'>, <Track 'B1' 'Equinoxe Part 5'>, <Track 'B2' 'Equinoxe Part 6'>, <Track 'B3' 'Equinoxe Part 7'>, <Track 'B4' 'Equinoxe Part 8'>]"
8577408,The Golden Gate Quartet,Vol.1 - Concert En Eglise / Negro Spirituals,"[<Track 'A' 'Introduction'>, <Track 'A1' 'Rock My Soul'>, <Track 'A2' 'Joshua Fit The Battle Of Jericho'>, <Track 'A3' 'Sometimes I Feel Like E Motherless Child'>, <Track 'A4' 'Hard Trials And Great Tribulations'>, <Track 'A5' 'Jezebel'>, <Track 'A6' 'Only Believe'>, <Track 'B1' 'Michael (Michael)'>, <Track 'B2' ""Didn't It Rain"">, <Track 'B3' ""Nobody Knows The Trouble I've Seen"">, <Track 'B4' 'Put Your Hand'>, <Track 'B5' 'Down By The Riverside'>, <Track 'B6' 'When The Saints... Go Mzrching In'>, <Track 'B7' 'Final'>]"
1978161,Various,Une Histoire Des Géants Du Jazz,"[<Track 'A1' 'Royal Garden Blues'>, <Track 'A2' ""I Got It Bad And That Ain't Good"">, <Track 'A3' 'Black Brown And White'>, <Track 'A4' '12th Street Rag'>, <Track 'A5' 'Mood Indigo'>, <Track 'A6' 'The Blues Is Everywhere'>, <Track 'B1' ""Viper's Dream"">, <Track 'B2' ""I'm Tired Of Moaning"">, <Track 'B3' 'Premier Bal'>, <Track 'B4' 'Perdido'>, <Track 'B5' 'Boogie Woogie On Saint Louis Blues'>, <Track 'B6' 'Drum Face'>, <Track 'C1' 'The Champ'>, <Track 'C2' 'Sophisticated Lady'>, <Track 'C3' ""One O'Clock Jump"">, <Track 'C4' ""Crossin' The Channel"">, <Track 'C5' 'On The Sunny Side Of The Street'>, <Track 'C6' 'If I Had You'>, <Track 'D1' 'Scrapple From The Apple'>, <Track 'D2' 'Une Petite Laitue'>, <Track 'D3' 'Round About Midnight'>, <Track 'D4' ""Bernie's Tune"">, <Track 'D5' 'Blue And Brown'>, <Track 'D6' 'I Only Have Eyes For You'>]"
2886601,Black Orchid,Wonderlicks (A Medley),"[<Track '' 'Wonderlicks (A Medley)'>, <Track 'B1' 'The Sweetest Song In The World'>, <Track 'B2' 'Because I Believe'>]"
24526262,Stupeflip,Stup Forever,"[<Track 'A1' 'Stup Forever'>, <Track 'A2' 'Dans Ton Baladeur (DTB)'>, <Track 'A3' 'Cosmos 1999'>, <Track 'A4' 'Étranges Phénomènes'>, <Track 'A5' 'Joël’s Addiction'>, <Track 'A6' 'Tellement Bon'>, <Track 'B1' '7ème Sinode'>, <Track 'B2' 'L’Truc Xplosiff'>, <Track 'B3' 'Tensions'>, <Track 'B4' 'Les Gens Qui S’Énervent'>, <Track 'B5' 'Gluô'>, <Track 'B6' 'Les Voûtes'>, <Track 'C1' 'Sharkattack'>, <Track 'C2' 'Pop-Hip Le Mort-Vivant'>, <Track 'C3' 'Tiger Crane'>, <Track 'C4' 'The Platform'>, <Track 'D1' 'Vengeance!!!'>, <Track 'D2' 'Régions Fédérées'>, <Track 'D3' 'Stay Positiv’'>]"
4838957,Paul Ritch,Run Baby Run,"[<Track 'A' 'Run Baby Run'>, <Track 'B' 'Astral'>]"
9979012,Julian Jeweil,Rolling EP,"[<Track 'A1' 'Rolling'>, <Track 'A2' 'Venice'>, <Track 'B1' 'Blue'>, <Track 'B2' 'Traffic'>]"
10205431,Ilario Alicante,Awakened,"[<Track 'A1' 'Times'>, <Track 'A2' 'Awakened'>, <Track 'B1' 'Sense'>, <Track 'B2' 'Apogeo'>]"
10752295,Alias,Visions,"[<Track 'A' 'Pentatonic'>, <Track 'B1' 'The Truth'>, <Track 'B2' 'Dream Taker'>]"
11304073,Julian Jeweil,Space,"[<Track 'A1' 'Space'>, <Track 'A2' 'Answer'>, <Track 'B1' 'South'>, <Track 'B2' 'Encke'>]"
14660129,DJ Anna,Galactic Highways,"[<Track 'A1' 'Galactic Highways'>, <Track 'B1' 'Dimensions'>, <Track 'B2' 'Phase Two'>]"
14810584,Thomas Schumacher,Crimson,"[<Track 'A1' 'Crimson'>, <Track 'B1' 'Feist'>, <Track 'B2' 'Anker'>]"
