id,artist,album,tracklist
6444157,Birdy Nam Nam,Birdy Nam Nam,"[<Track 'A1' 'Ready For War, Ready For Whut?'>, <Track 'A2' 'Body, Mind, Spirit...'>, <Track 'A3' 'Too Much Skunk Tonight...'>, <Track 'A4' 'Transition'>, <Track 'B5' 'Kind Of Laid Back'>, <Track 'B6' 'Jazz It At Home'>, <Track 'B7' ""We Drummin'"">, <Track 'B8' 'New Birth'>, <Track 'C9' 'Escape'>, <Track 'C10' ""L'Interlude De Qualité"">, <Track 'C11' 'Engineer Fear'>, <Track 'C12' 'Rainstorming'>, <Track 'C13' 'Il Y A Un Cauchemard Dans Mon Placard'>, <Track 'D14' 'Migration'>, <Track 'D15' 'Abbesses'>, <Track 'D16' 'New Steps/Breaking Barriers (Bonus Track)'>, <Track 'D17' 'From Here To There (Bonus Track)'>, <Track 'E' 'Break Beat And Scratch By Birdy Nam Nam'>, <Track 'F' 'Break Beat And Scratch By Birdy Nam Nam'>]"
942588,Birdy Nam Nam,The First Break Beat,"[<Track 'A' 'Untitled'>, <Track 'B' 'Untitled'>]"
3951225,Raggasonic,Raggasonic 3,"[<Track 'A1' 'Raggasonic 3'>, <Track 'A2' 'Mon Sound'>, <Track 'A3' 'Ça Va Clasher'>, <Track 'A4' 'Identitée'>, <Track 'B1' 'Dans La Rue'>, <Track 'B2' 'Luckie D Interlude'>, <Track 'B3' ""Changer L'Histoire"">, <Track 'B4' 'La Vie'>, <Track 'C1' 'Hot It Up'>, <Track 'C2' 'Real Friends'>, <Track 'C3' 'Ma Couleur'>, <Track 'C4' 'Peux Pas Check Ça'>, <Track 'D1' 'Grime Style'>, <Track 'D2' 'Monkey Star Remix'>, <Track 'D3' 'Sang Mélé'>]"
15965230,Kölsch,Now Here No Where,"[<Track 'A1' 'Great Escape'>, <Track 'A2' 'Shoulder Of Giants'>, <Track 'A3' 'Remind You'>, <Track 'B1' 'Sleeper Must Awaken'>, <Track 'B2' 'Time'>, <Track 'B3' 'Traumfabrik'>, <Track 'C1' 'Fandango'>, <Track 'C2' 'Glypto'>, <Track 'C3' 'Now Here No Where'>, <Track 'D1' 'Romtech User Manual'>, <Track 'D2' 'While Waiting For Someone To Care About'>, <Track 'D3' 'Pause'>]"
11466547,DJ Anna,Speicher 101,"[<Track 'A' 'Hidden Beauties'>, <Track 'B' 'The Dansant'>]"
12619213,DJ Anna,Speicher 105,"[<Track 'A1' 'Remembrance (Main Mix)'>, <Track 'A2' 'Remembrance (Alt Mix)'>, <Track 'B' 'When I Am Only A Dream'>]"
14014972,DJ Anna,Speicher 112,"[<Track 'A' 'Forever Ravers (Original Mix)'>, <Track 'B' 'Forever Ravers (Anna‘s Raving In Space Mix)'>]"
2511047,Kölsch,Speicher 68,"[<Track 'A' 'Loreley'>, <Track 'B' 'Silberpfeil'>]"
3228076,Kölsch,Speicher 70,"[<Track 'A' 'Opa'>, <Track 'B' 'Der Alte'>]"
4503786,Kölsch,Speicher 75,"[<Track 'A' 'Goldfisch'>, <Track 'B' 'Zig'>]"
9094216,Kölsch,Speicher 93,"[<Track 'A' 'Grey'>, <Track 'B' 'Kir'>]"
10103932,Laurent Garnier,Tribute EP,"[<Track 'A' ""1-4 Doctor C'est Chouette"">, <Track 'B' 'From The Crypt To The Astrofloor'>]"
14075446,Matmatah,La Ouache,"[<Track 'A1' 'Anter-ouache / Ouache'>, <Track 'A2' 'Emma'>, <Track 'A3' 'Lambé An Dro'>, <Track 'A4' 'Troglodyte'>, <Track 'A5' 'Kerfautras'>, <Track 'A6' 'Dernière Journée En Mer'>, <Track 'A7' ""L'apologie"">, <Track 'B1' 'La Fille Du Chat Noir'>, <Track 'B2' 'An Den Coz'>, <Track 'B3' 'Derrière Ton Dos'>, <Track 'B4' 'Les Moutons'>, <Track 'B5' 'La Complainte De Fanch'>, <Track 'B6' ""Ribette's"">]"
3891138,Wax Tailor,Dusty Rainbow From The Dark,"[<Track 'A1' 'Exordium'>, <Track 'A2' 'Dusty Rainbow'>, <Track 'A3' 'Like An Hourglass'>, <Track 'A4' 'Only Once'>, <Track 'A5' 'Heart Stop'>, <Track 'B1' 'Something Began To Glow'>, <Track 'B2' 'No'>, <Track 'B3' 'A Stop Motion Bloom'>, <Track 'B4' 'The Sound'>, <Track 'B5' 'In The Mirror'>, <Track 'B6' ""Past, Present & Future (Rock'n'roll)"">, <Track 'C1' 'Not Alone'>, <Track 'C2' 'Down In Flames'>, <Track 'C3' 'Time To Go'>, <Track 'C4' 'Magic Numbers'>, <Track 'D1' 'No Regret'>, <Track 'D2' 'Phonovisions'>, <Track 'D3' 'Into The Sky'>, <Track 'D4' 'My Window'>, <Track 'D5' 'From The Dark'>]"
17046777,Wax Tailor,The Shadow Of Their Suns,"[<Track 'A1' 'Fear Of A Blind Planet'>, <Track 'A2' 'Never Forget'>, <Track 'A3' 'Just A Candle'>, <Track 'B1' 'Everybody'>, <Track 'B2' 'On The Air'>, <Track 'B3' 'Misery'>, <Track 'C1' 'Shining Underdog'>, <Track 'C2' 'Déjà Vu'>, <Track 'C3' ' Keep It Movin'>, <Track 'D1' 'Like This'>, <Track 'D2' 'Paint It Black'>, <Track 'D3' 'Dusk To Dusk'>, <Track 'D4' 'The Light'>]"
7523998,Wax Tailor,Tales Of The Forgotten Melodies,"[<Track 'A1' 'Behind The Curtain (Opening)'>, <Track 'A2' 'Que Sera'>, <Track 'A3' 'Ungodly Fruit'>, <Track 'A4' 'Between Fellows'>, <Track 'A5' 'Hypnosis Theme'>, <Track 'B1' 'Damn That Music Made My Day'>, <Track 'B2' ""Where My Heart's At"">, <Track 'B3' 'Birth Of A Struggle'>, <Track 'B4' 'Am I Free'>, <Track 'C1' 'Ringing Score'>, <Track 'C2' ""I Don't Know"">, <Track 'C3' 'Our Dance'>, <Track 'C4' 'Stay Tuned'>, <Track 'C5' 'Walk The Line'>, <Track 'D1' ""A Woman's Voice"">, <Track 'D2' ""Don't You Remember"">, <Track 'D3' 'How I Feel'>, <Track 'D4' 'Behind The Disguise (Closing)'>]"
7524121,Wax Tailor,Hope & Sorrow,"[<Track 'A1' 'Once Upon A Past'>, <Track 'A2' 'The Way We Lived'>, <Track 'A3' 'The Games You Play'>, <Track 'B1' 'The Tune'>, <Track 'B2' 'The Man With No Soul'>, <Track 'B3' 'Radio Broadcast'>, <Track 'B4' 'Positively Inclined'>, <Track 'C1' 'Sometimes'>, <Track 'C2' 'House Of Wax'>, <Track 'C3' 'Beyond Words'>, <Track 'C4' 'To Dry Up'>, <Track 'D1' 'We Be'>, <Track 'D2' 'That Case'>, <Track 'D3' 'There Is Danger'>, <Track 'D4' 'Alien In My Belly'>]"
4394262,Woodkid,The Golden Age,"[<Track 'A1' 'The Golden Age'>, <Track 'A2' 'Run Boy Run'>, <Track 'A3' 'The Great Escape'>, <Track 'A4' 'Boat Song'>, <Track 'A5' 'I Love You'>, <Track 'A6' 'The Shore'>, <Track 'B1' 'Ghost Lights'>, <Track 'B2' 'Shadows'>, <Track 'B3' 'Stabat Mater'>, <Track 'B4' 'Conquest Of Spaces'>, <Track 'B5' 'Falling'>, <Track 'B6' 'Where I Live'>, <Track 'B7' 'Iron'>, <Track 'B8' 'The Other Side'>]"
94482,Dee Nasty,I've Got The Answer,"[<Track 'A' ""I've Got The Answer (Dee Nasty & David Chong's Live From Zektar Mix)"">, <Track 'B1' ""I've Got The Answer (Original Mix)"">, <Track 'B2' ""I've Got The Answer (Dee Nasty & David Chong's Hangover Mix)"">]"
12821971,Oktober Lieber,In Human,"[<Track 'A1' 'Visions'>, <Track 'A2' 'The Attaker'>, <Track 'A3' 'Her Morphology'>, <Track 'B1' 'Computer Model'>, <Track 'B2' 'Freiheit'>, <Track 'B3' 'Temple House'>]"
14121636,Amelie Lens,Little Robot,"[<Track 'A1' 'Helium'>, <Track 'A2' 'Man Over Machine'>, <Track 'B1' 'Little Robot'>, <Track 'B2' 'Storm'>]"
14312467,AIROD,Rave Cycle EP,"[<Track 'A1' 'Rave Cycle'>, <Track 'A2' 'Fallen Angels'>, <Track 'B1' 'Bloodshed'>, <Track 'B2' 'Fury'>]"
485508,Wee-Kids,Untitled,"[<Track 'A' 'Queer Do It Better'>, <Track 'B' 'Bright Queen'>, <Track 'B2' 'Wicked'>]"
3095926,Canned Heat,Canned Heat,"[<Track 'A1' ""Rollin' And Tumblin'"">, <Track 'A2' 'Bullfrog Blues'>, <Track 'A3' ""Evil Is Goin' On"">, <Track 'A4' ""Goin' Down Slow"">, <Track 'A5' 'Catfish Blues'>, <Track 'B1' 'Dust My Broom'>, <Track 'B2' 'Help Me'>, <Track 'B3' 'Big Road Blues'>, <Track 'B4' 'The Story Of My Life'>, <Track 'B5' 'The Road Song'>, <Track 'B6' 'Rich Woman'>]"
4909614,Sixto Rodriguez,Searching For Sugar Man - Original Motion Picture Soundtrack,"[<Track 'A1' 'Sugar Man'>, <Track 'A2' 'Crucify Your Mind'>, <Track 'A3' 'Cause'>, <Track 'A4' 'I Wonder'>, <Track 'B1' 'Like Janis'>, <Track 'B2' ""This Is Not A Song, It's An Outburst: Or, The Establishment Blues"">, <Track 'B3' ""Can't Get Away"">, <Track 'B4' 'I Think Of You'>, <Track 'C1' 'Inner City Blues'>, <Track 'C2' 'Sandrevan Lullaby - Lifestyles'>, <Track 'C3' 'Street Boy'>, <Track 'D1' 'A Most Disgusting Song'>, <Track 'D2' ""I'll Slip Away"">, <Track 'D3' 'Jane S. Piddy'>]"
770229,Assassin,Touche D'Espoir,"[<Track 'A1' 'Premières Touches'>, <Track 'A2' 'Sérieux Dans Nos Affaires'>, <Track 'A3' 'Classik'>, <Track 'A4' ""Touche D'Espoir"">, <Track 'A5' 'Paris Théorie'>, <Track 'B6' 'Undaground Connexion Part 2'>, <Track 'B7' 'Esclave 2000'>, <Track 'B8' 'Rap For Real'>, <Track 'B9' 'État Policier'>, <Track 'C10' 'Condamné'>, <Track 'C11' 'Ill Nana (Remix 2005)'>, <Track 'C12' '$$$'>, <Track 'C13' ""Touche D'Espoir (Live)"">, <Track 'D14' 'Trop De Choses A Dire'>, <Track 'D15' 'On Ne Meurt Pas'>, <Track 'D16' 'Au Fond De Mon Coeur'>, <Track 'D17' 'Final Touch'>]"
1364381,Bronski Beat,Smalltown Boy,"[<Track 'A' 'Smalltown Boy'>, <Track '' 'Infatuation / Memories'>]"
461089,Boost,Version 1,"[<Track 'A1' 'Early Reflection'>, <Track 'A2' '7th Sense'>, <Track 'B1' 'Tribute Tomayhem'>, <Track 'B2' '//Effect'>]"
16831449,Serpent,Time For A Rethink,"[<Track 'A1' 'Distant Call'>, <Track 'A2' ""Don't Think Twice"">, <Track 'B1' 'Love / Hate'>, <Track 'B2' 'Waiting In The Park'>]"
1873643,Knee Deep,All Nite,"[<Track 'A1' 'All Nite (Terry Lee Brown Junior Remix)'>, <Track 'B1' 'All Nite (Jérome Noak Remix)'>, <Track 'B2' 'All Nite'>]"
6270400,Cerrone,Cerrone 3 - Supernature,"[<Track 'A1' 'Supernature'>, <Track 'A2' 'Sweet Drums'>, <Track 'A3' 'In The Smoke'>, <Track 'B1' 'Give Me Love'>, <Track 'B2' 'Love Is Here'>, <Track 'B3' 'Love Is The Answer'>, <Track 'CD-1' 'Supernature'>, <Track 'CD-2' 'Sweet Drums'>, <Track 'CD-3' 'In The Smoke'>, <Track 'CD-4' 'Give Me Love'>, <Track 'CD-5' 'Love Is Here'>, <Track 'CD-6' 'Love Is The Answer'>]"
2068953,Various,Pulp Fiction (Music From The Motion Picture),"[<Track 'A1a' 'Pumpkin And Honey Bunny'>, <Track 'A1b' 'Misirlou'>, <Track 'A2' 'Royale With Cheese'>, <Track 'A3' 'Jungle Boogie'>, <Track 'A4' ""Let's Stay Together"">, <Track 'A5' ""Bustin' Surfboards"">, <Track 'A6' 'Lonesome Town'>, <Track 'A7' 'Son Of A Preacher Man'>, <Track 'A8a' ""Zed's Dead, Baby"">, <Track 'A8b' 'Bullwinkle Part II'>, <Track 'B1a' 'Jack Rabbit Slims Twist Contest'>, <Track 'B1b' 'You Never Can Tell'>, <Track 'B2' ""Girl, You'll Be A Woman Soon"">, <Track 'B3' 'If Love Is A Red Dress (Hang Me In Rags)'>, <Track 'B4a' 'Bring Out The Gimp'>, <Track 'B4b' 'Comanche'>, <Track 'B5' 'Flowers On The Wall'>, <Track 'B6' 'Personality Goes A Long Way'>, <Track 'B7' 'Surf Rider'>, <Track 'B8' 'Ezekiel 25:17'>]"
1692223,Louis Armstrong,Louis And The Good Book,"[<Track 'A1' ""Nobody Knows The Trouble I've Seen"">, <Track 'A2' 'Shadrack'>, <Track 'A3' 'Go Down Moses'>, <Track 'A4' 'Rock My Soul (In The Bosom Of Abraham)'>, <Track 'A5' 'Ezekiel Saw De Wheel'>, <Track 'A6' ""On My Way (Got On My Travelin' Shoes)"">, <Track 'B1' 'Down By The Riverside'>, <Track 'B2' 'Swing Low, Sweet Chariot'>, <Track 'B3' 'Sometimes I Feel Like A Motherless Child'>, <Track 'B4' 'Jonah And The Whale'>, <Track 'B5' ""Didn't It Rain"">, <Track 'B6' 'This Train'>]"
1050435,One Way,Shine On Me,"[<Track 'A1' 'Shine On Me'>, <Track 'A2' ""So Afraid It's Over"">, <Track 'A3' ""Didn't You Know It"">, <Track 'A4' 'Bring It Down'>, <Track 'B1' 'Sugar Rock'>, <Track 'B2' ""Let's Get Together"">, <Track 'B3' 'Together Forever'>, <Track 'B4' ""Shake It Till It's Tight"">]"
727924,Various,Easy Rider - Songs As Performed In The Motion Picture,"[<Track 'A1' 'The Pusher'>, <Track 'A2' 'Born To Be Wild'>, <Track 'A3' 'The Weight'>, <Track 'A4' ""Wasn't Born To Follow"">, <Track 'A5' 'If You Want To Be A Bird'>, <Track 'B1' ""Don't Bogart Me"">, <Track 'B2' 'If Six Was Nine'>, <Track 'B3' 'Kyrie Eleison Mardi Gras'>, <Track 'B4' ""It's Alright Ma (I'm Only Bleeding)"">, <Track 'B5' 'Ballad Of Easy Rider'>]"
237632,J.S.Zeiter,Switch / Motion_Sickness,"[<Track 'A' 'Switch'>, <Track 'B' 'Motion_Sickness'>]"
9764915,Dusty Springfield,Dusty - The Silver Collection,"[<Track 'A1' 'I Only Want To Be With You'>, <Track 'A2' 'Stay Awhile'>, <Track 'A3' ""I Just Don't Know What To Do With Myself"">, <Track 'A4' ""Wishin' And Hopin'"">, <Track 'A5' 'Losing You'>, <Track 'A6' 'Give Me Time'>, <Track 'A7' '24 Hours From Tulsa'>, <Track 'A8' 'If You Go Away'>, <Track 'A9' 'Just One Smile'>, <Track 'A10' 'Son Of A Preacher Man'>, <Track 'A11' 'All I See Is You'>, <Track 'B1' ""You Don't Have To Say You Love Me"">, <Track 'B2' 'I Close My Eyes And Count To Ten'>, <Track 'B3' ""Some Of Your Lovin'"">, <Track 'B4' 'In The Middle Of Nowhere'>, <Track 'B5' 'Little By Little'>, <Track 'B6' 'How Can I Be Sure'>, <Track 'B7' 'The Look Of Love'>, <Track 'B8' 'My Colouring Book'>, <Track 'B9' 'A Brand New Me'>, <Track 'B10' ""I'll Try Anything"">, <Track 'B11' ""Goin' Back"">]"
1900270,Gregg Diamond,Greyhound Bus / War Paint,"[<Track 'A' 'Greyhound Bus'>, <Track 'B' 'War Paint (Love Line)'>]"
1307099,Hamilton Bohannon,The Groove Machine / The Boogie Train,"[<Track 'A' 'The Groove Machine / The Boogie Train'>, <Track 'B' 'The Groove Machine / The Boogie Train'>]"
9194949,Brigitte Bardot,Bonnie And Clyde,"[<Track 'A1' 'Bonnie And Clyde'>, <Track 'A2' 'Bubble Gum'>, <Track 'A3' 'Comic Strip'>, <Track 'A4' 'Un Jour Comme Un Autre'>, <Track 'A5' 'Pauvre Lola'>, <Track 'A6' 'Du Film ""L\'eau À La Bouche""'>, <Track 'B1' 'La Javanaise'>, <Track 'B2' 'La Madrague'>, <Track 'B3' 'Intoxicated Man'>, <Track 'B4' 'Everybody Loves My Baby'>, <Track 'B5' 'Baudelaire'>, <Track 'B6' 'Docteur Jekyll And Mister Hyde'>]"
6917275,Dusty Springfield,What's It Gonna Be,"[<Track 'A' ""What's It Gonna Be"">, <Track 'B' 'Spooky'>]"
195152,Serge Gainsbourg,Aux Armes Et Cætera,"[<Track 'A1' 'Javanaise Remake'>, <Track 'A2' 'Aux Armes Et Cætera'>, <Track 'A3' 'Les Locataires'>, <Track 'A4' 'Des Laid Des Laids'>, <Track 'A5' 'Brigade Des Stups'>, <Track 'A6' 'Vielle Canaille'>, <Track 'A7' 'Lola Rastaquouère'>, <Track 'B1' 'Relax Baby Be Cool'>, <Track 'B2' 'Daisy Temple'>, <Track 'B3' 'Eau Et Gaz À Tous Les Étages'>, <Track 'B4' 'Pas Long Feu'>, <Track 'B5' 'Marilou Reggae Dub (Version Longue)'>, <Track 'B6' 'Marilou Reggae (Version Inédite)'>]"
6343443,Various,The Big Lebowski - Original Motion Picture Soundtrack,"[<Track 'A1' 'The Man In Me'>, <Track 'A2' 'Her Eyes Are A Blue Million Miles'>, <Track 'A3' 'My Mood Swings'>, <Track 'A4' 'Ataypura'>, <Track 'A5' 'Traffic Boom'>, <Track 'A6' ""I Got It Bad And That Ain't Good"">, <Track 'A7' 'Stamping Ground'>, <Track 'B1' 'Just Dropped In (To See What Condition My Condition Was In)'>, <Track 'B2' 'Walking Song'>, <Track 'B3' '""Glück Das Mir Verblieb"" From The Opera ""Die Tote Stadt""'>, <Track 'B4' 'Lujon'>, <Track 'B5' 'Hotel California'>, <Track 'B6' 'Wie Glauben'>, <Track 'B7' 'Dead Flowers'>]"
2702574,Kool & The Gang,Get Down On It (Eiffel 65 Remix),"[<Track 'A1' 'Get Down On It - Eiffel 65 Remix (Extended Mix)'>, <Track 'A2' 'Get Down On It - Eiffel 65 Remix (Radio Edit)'>, <Track 'B1' 'Get Down On It - Eiffel 65 Remix (Extended Vocal Mix)'>, <Track 'B2' 'Get Down On It'>]"
3265755,Serge Gainsbourg,Aux Armes Et Cætera (Versions Dub),"[<Track 'A1' 'Javanaise Dub'>, <Track 'A2' 'Dub Et Cætera'>, <Track 'A3' 'Dub Locataires'>, <Track 'A4' 'Des Laids Des Dubs'>, <Track 'A5' 'Dub Des Stups'>, <Track 'A6' 'Dub Canaille'>, <Track 'A7' 'Dub Relax'>, <Track 'B1' 'Dub Rastaquouère'>, <Track 'B2' 'Daisy Dub'>, <Track 'B3' 'Eau Et Dub À Tous Les Étages'>, <Track 'B4' 'Pas Long Dub'>, <Track 'B5' 'Marilou Dub'>, <Track 'B6' 'Planteur Punch (Inédit)'>]"
14321474,Tonn3rr3,Le Début: Le Bois,"[<Track 'A1' 'Le Début, Le Bois'>, <Track 'A2' 'Vie En Ville'>, <Track 'B1' 'Ton Regard Parle'>, <Track 'B2' 'Papa Legba'>]"
8775291,Various,Noise Is Coming EP,"[<Track 'A1' 'Metal Beat (Demolition Version)'>, <Track 'A2' 'Green Diktat'>, <Track 'B1' 'Freddy'>, <Track 'B2' 'My Promise'>]"
1404981,Micropoint,Overdose United Part 1,"[<Track 'A1' 'Insert Dose'>, <Track 'A2' 'Saturday Noise Fever'>, <Track 'B1' 'Follow The Dealer'>, <Track 'B2' 'Level 666'>, <Track 'C' 'Be My Clone'>, <Track 'D1' 'Detox Tomorrow'>, <Track 'D2' 'Crackpipe'>]"
935775,Silver Convention,Silver Convention,"[<Track 'A1' ""Get Up And Boogie (That's Right)"">, <Track 'A2' 'No, No, Joe'>, <Track 'A3' 'San Francisco Hustle'>, <Track 'A4' 'Play Me Like A Yo-Yo'>, <Track 'B1' ""You've Got What It Takes (To Please Your Woman)"">, <Track 'B2' 'Old Wine In New Bottles'>, <Track 'B3' ""You Turned Me On, But You Can't Turn Me Off"">, <Track 'B4' 'The Boy With The Ohh-La-La'>, <Track 'B5' 'Thank You Mr. D.J.'>]"
502431,DJ Shadow,March Of Death / Karmacoma,"[<Track 'A' 'March Of Death (Anti-Iraq War Song) (Unreleased)'>, <Track 'B' 'Karmacoma'>]"
3244766,DJ Shadow,Endtroducing...,"[<Track 'A1' 'Best Foot Forward'>, <Track 'A2' 'Building Steam With A Grain Of Salt'>, <Track 'A3' 'The Number Song'>, <Track 'B1.a' 'Changeling'>, <Track 'B1.b' '**Transmission 1'>, <Track 'B2' 'Stem/Long Stem'>, <Track 'C1.a' '**Transmission 2'>, <Track 'C1.b' 'Mutual Slump'>, <Track 'C2' 'Organ Donor'>, <Track 'C3' ""Why Hip Hop Sucks In '96"">, <Track 'C4' 'Midnight In A Perfect World'>, <Track 'D1' 'Napalm Brain/Scatter Brain'>, <Track 'D2.a' 'What Does Your Soul Look Like (Part 1 - Blue Sky Revisit)'>, <Track 'D2.b' '**Transmission 3'>]"
9021527,Superlover,Timeless / Come To Me,"[<Track 'A1' 'Timeless'>, <Track 'A2' 'Dancin'>, <Track 'B1' 'Come To Me'>, <Track 'B2' 'Closer'>]"
1886132,Commodores,Caught In The Act,"[<Track 'A1' 'Wide Open'>, <Track 'A2' 'Slippery When Wet'>, <Track 'A3' 'The Bump'>, <Track 'A4' ""I'm Ready"">, <Track 'A5' 'This Is Your Life'>, <Track 'B1' ""Let's Do It Right"">, <Track 'B2' 'Better Never Than Forever'>, <Track 'B3' ""Look What You've Done To Me"">, <Track 'B4' ""You Don't Know That I Know"">, <Track 'B5' 'Wide Open (Reprise)'>]"
7393239,Village People,Village People,"[<Track '' 'San Francisco'>, <Track 'A1' ""San Francisco (You've Got To Me) (Part 1)"">, <Track 'A2' 'In Hollywood (Everybody Is A Star)'>, <Track 'B1' 'Fire Island'>, <Track 'B2' 'Village People'>, <Track 'B3' ""San Francisco (You've Got To Me) (Part 2)"">, <Track '' 'Macho Man'>, <Track 'C1' 'Macho Man'>, <Track 'C2' 'I Am What I Am'>, <Track 'D1' 'Key West'>, <Track '' 'Medley'>, <Track 'D3' 'Sodom And Gomorrah'>, <Track '' 'Y.M.C.A.'>, <Track 'E1' 'Y.M.C.A.'>, <Track '' 'Medley'>, <Track 'F1' 'Hot Cop'>, <Track 'F2' 'My Roomate'>, <Track 'F3' 'Ups And Downs'>]"
2055961,Pyotr Ilyich Tchaikovsky,Selections From Swan Lake,"[<Track 'A1' 'Introduction Act II (No. 9)'>, <Track 'A2' 'Danse Des Cygnes - Act II (No. 12)'>, <Track 'A3' 'Pas De Deux - Act II (No. 13)'>, <Track 'A4' 'Les Cygnettes - Act II (No. 14)'>, <Track 'A5' 'Variation - Act I (No. 14a)'>, <Track 'A6' 'The Swan Queen - Act II (No. 16)'>, <Track 'A7' 'Introduction - Act III (No. 15)'>, <Track 'A8' 'Valse - Act I (No. 4)'>, <Track 'B1' 'Danse Espagnole - Act III (No. 22)'>, <Track 'B2' 'Danse Hongroise, Czardas - Act III (No. 24)'>, <Track 'B3' 'Mazurka - Act III (No. 25)'>, <Track 'B4' 'Danse Des Petits Cygnes - Act IV (No. 30)'>, <Track 'B5' 'Scene And Valse - Act III (No. 20)'>, <Track 'B6' 'Finale Ultimo (No. 32)'>]"
224503,Jeff Mills,Exhibitionist EP,"[<Track 'A1' 'Paradise'>, <Track 'A2' 'The Unseen With Man From Tomorrow'>, <Track 'B' 'Cobolt'>]"
7717333,Israel Vibration,The Same Song,"[<Track 'A1' 'The Same Song'>, <Track 'A2' 'Weep And Mourn'>, <Track 'A3' 'Walk The Streets Of Glory'>, <Track 'A4' 'Ball Of Fire'>, <Track 'A5' ""I'll Go Through"">, <Track 'B1' 'Why Worry'>, <Track 'B2' 'Lift Up Your Conscience'>, <Track 'B3' 'Prophet Has Arise'>, <Track 'B4' 'Jah Time Has Come'>, <Track 'B5' 'Licks And Kicks'>]"
3146613,The Prodigy,Always Outnumbered Never Outgunned,"[<Track 'A1' 'Spitfire'>, <Track 'A2' 'Girls'>, <Track 'A3' 'Memphis Bells'>, <Track 'B1' 'Get Up Get Off'>, <Track 'B2' 'Hotride'>, <Track 'B3' 'Wake Up Call'>, <Track 'C1' 'Action Radar'>, <Track 'C2' ""Medusa's Path"">, <Track 'C3' 'Phoenix'>, <Track 'D1' ""You'll Be Under My Wheels"">, <Track 'D2' 'The Way It Is'>, <Track 'D3' 'Shoot Down'>]"
9353373,Nas,Nastradamus,"[<Track 'A1' 'The Prediction'>, <Track 'A2' 'Life We Chose'>, <Track 'A3' 'Nastradamus'>, <Track 'A4' 'Some Of Us Have Angels'>, <Track 'B1' 'Project Windows'>, <Track 'B2' 'Come Get Me'>, <Track 'B3' ""Shoot 'Em Up"">, <Track 'B4' 'Last Words'>, <Track 'C1' 'Family'>, <Track 'C2' 'God Love Us'>, <Track 'C3' 'Quiet Niggas'>, <Track 'D1' 'Big Girl'>, <Track 'D2' 'New World'>, <Track 'D3' 'You Owe Me'>, <Track 'D4' 'The Outcome'>]"
7753999,Mobb Deep,The Infamous,"[<Track 'A1' 'The Start Of Your Ending (41st Side)'>, <Track 'A2' '[The Infamous Prelude]'>, <Track 'A3' 'Survival Of The Fittest'>, <Track 'A4' 'Eye For A Eye (Your Beef Is Mines)'>, <Track 'B1' '[Just Step Prelude]'>, <Track 'B2' 'Give Up The Goods (Just Step)'>, <Track 'B3' ""Temperature's Rising"">, <Track 'B4' 'Up North Trip'>, <Track 'C1' 'Trife Life'>, <Track 'C2' 'Q.U. -- Hectic'>, <Track 'C3' 'Right Back At You'>, <Track 'D1' '[The Grave Prelude]'>, <Track 'D2' 'Cradle To The Grave'>, <Track 'D3' 'Drink Away The Pain (Situations)'>, <Track 'D4' 'Shook Ones Pt. II'>, <Track 'D5' 'Party Over'>]"
5835870,Nina Simone,In Concert - Emergency Ward!,"[<Track '' 'Medley'>, <Track 'B1' 'Poppies'>, <Track 'B2' ""Isn't It A Pity"">]"
6824166,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers),"[<Track '' 'Shaolin Sword'>, <Track 'A1' 'Bring Da Ruckus'>, <Track 'A2' 'Shame On A Nigga'>, <Track 'A3' 'Clan In Da Front'>, <Track 'A4' 'Wu-Tang: 7th Chamber'>, <Track 'A5' 'Can It Be All So Simple'>, <Track 'A6' 'Protect Ya Neck (Intermission)'>, <Track '' 'Wu-Tang Sword'>, <Track 'B1' ""Da Mystery Of Chessboxin'"">, <Track 'B2' ""Wu-Tang Clan Ain't Nuthing Ta F' Wit"">, <Track 'B3' 'C.R.E.A.M.'>, <Track 'B4' 'Method Man'>, <Track 'B5' 'Tearz'>, <Track 'B6' 'Wu-Tang: 7th Chamber - Part II (Conclusion)'>]"
5522861,Philip Glass,Solo Piano,"[<Track '' 'Metamorphosis'>, <Track 'B1' 'Mad Rush'>, <Track 'B2' 'Wichita Sutra Vortex'>]"
14031349,Various,Fear And Loathing In Las Vegas (Music From The Motion Picture),"[<Track 'A1' 'Combination Of The Two'>, <Track 'A2' 'One Toke Over The Line'>, <Track 'A3' ""She's A Lady"">, <Track 'A4' 'For Your Love'>, <Track 'A5' 'White Rabbit'>, <Track 'A6' 'A Drug Score - Part 1 (Acid Spill)'>, <Track 'B1' 'Get Together'>, <Track 'B2' 'Mama Told Me Not To Come'>, <Track 'B3' 'Stuck Inside Of Mobile With The Memphis Blues Again'>, <Track 'B4' 'Time Is Tight'>, <Track 'C1' 'Magic Moments'>, <Track 'C2' ""A Drug Score - Part 2 (Adrenochrome, The Devil's Dance)"">, <Track 'C3' 'Tammy'>, <Track 'C4' 'A Drug Score - Part 3 (Flashbacks)'>, <Track 'C5' 'Expecting To Fly'>, <Track 'C6' 'Viva Las Vegas'>]"
